Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Type","Function","Motor Type","Voltage - Rated","RPM","Torque - Rated (oz-in / mNm)","Power - Rated","Encoder Type","Size / Dimension","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Features","Gear Reduction Ratio","Torque - Max Momentary (oz-in / mNm)","Operating Temperature","URL"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/low-current/v-z4tl2b0620044p","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/840/Z4TL2B0620044P.jpg","1670-VZ4TL2B0620044P-ND","VZ4TL2B0620044P","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR LOW CURR 0.45G","1,098","6.21","0","1","Tray","Z4TL","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","8000 RPM","-","-","-","Square - 0.185"" x 0.185"" (4.70mm x 4.70mm)","-","0.181"" (4.60mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ4TL2B0620044P/12323579"
"https://www.vishay.com/docs/34508/ihpt.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5849/MFG_IHPT-A-series.jpg","541-IHPT1207AGELR39AB0-ND","IHPT1207AGELR39AB0","Vishay Dale","Vishay Dale","ELECTROMAGNETIC 25N HAPTIC ACTUA","156","7.72","0","1","Tray","IHPT","Active","AC Motor","Vibration, LRA (Haptic)","-","16V","-","3540 / 25000","-","-","Rectangular - 1.146"" x 0.822"" (29.11mm x 20.88mm)","-","-","-","Wire Leads","-","-","-","-40°C ~ 105°C","https://www.digikey.com/en/products/detail/vishay-dale/IHPT1207AGELR39AB0/22198982"
"https://www.vishay.com/docs/34508/ihpt.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6458/MFG_IHPT1710ACEL1R2AB0.jpg","541-IHPT1710ACEL1R2AB0-ND","IHPT1710ACEL1R2AB0","Vishay Dale","Vishay Dale","ELECTROMAGNETIC 45N HAPTIC ACTUA","132","11.24","0","1","Tray","IHPT","Active","AC Motor","Vibration, LRA (Haptic)","-","16V","-","-","-","-","Rectangular - 1.693"" x 1.037"" (43.00mm x 26.34mm)","-","-","-","Wire Leads","-","-","-","-40°C ~ 105°C","https://www.digikey.com/en/products/detail/vishay-dale/IHPT1710ACEL1R2AB0/22198983"
"https://www.vishay.com/docs/34508/ihpt.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6458/MFG_IHPT1614ACEL2R7BB0.jpg","541-IHPT1614ACEL2R7BB0-ND","IHPT1614ACEL2R7BB0","Vishay Dale","Vishay Dale","ELECTROMAGNETIC 120N HAPTIC ACTU","129","12.65","0","1","Tray","IHPT","Active","AC Motor","Vibration, LRA (Haptic)","-","16V","-","-","-","-","Rectangular - 1.713"" x 1.442"" (43.51mm x 36.63mm)","-","-","-","Wire Leads","-","-","-","-40°C ~ 105°C","https://www.digikey.com/en/products/detail/vishay-dale/IHPT1614ACEL2R7BB0/22198981"
"https://www.vishay.com/docs/34508/ihpt.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5874/MFG_IHPT1411AFELR73AB0.jpg","541-IHPT1411AFELR73AB0-ND","IHPT1411AFELR73AB0","Vishay Dale","Vishay Dale","IHPT-1411AF-AB0, HAPTIC ACTUATOR","4,972","14.86","0","1","Tray","IHPT","Active","-","Vibration, LRA (Haptic)","-","16V","-","-","-","-","Rectangular - 1.376"" x 1.370"" (34.95mm x 34.80mm)","-","-","-","Wire Leads","-","-","-","-40°C ~ 105°C","https://www.digikey.com/en/products/detail/vishay-dale/IHPT1411AFELR73AB0/12142571"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/smd/v-z30c1t9870088l","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/694/MFG_Z30C1T9870088L.jpg","1670-VZ30C1T9870088LTR-ND,1670-VZ30C1T9870088LCT-ND,1670-VZ30C1T9870088LDKR-ND","VZ30C1T9870088L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 8.5K RPM 0.7G","810","3.05","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","DC Motor","Vibration, ERM (Haptic)","-","2.3VDC","8500 RPM","-","-","-","Round - 0.165"" Dia (4.20mm)","-","0.124"" (3.15mm)","-","J Lead","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ30C1T9870088L/9974275"
"https://puiaudio.com/file/specs-HD-EMB2107-LW27.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMB2107-LW27.jpg","668-HD-EMB2107-LW27-ND","HD-EMB2107-LW27","PUI Audio, Inc.","PUI Audio, Inc.","20.5X6.6MM ERM HAPTIC 7500RPM","170","2.7","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","1.3VDC","7500 RPM","-","-","-","Rectangular - 0.268"" x 0.260"" (6.80mm x 6.60mm)","-","0.217"" (5.50mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB2107-LW27/25853664"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VC1026B204L-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VC1026B204L.jpg","1670-VC1026B204L-ND","VC1026B204L","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MOTOR 10K RPM 0.8G","273","2.72","0","1","Tray","VC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","13500 RPM","1.1 / 7.8","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Solder Tab","-","-","-","-30°C ~ 70°C","https://www.digikey.com/en/products/detail/vybronics-inc/VC1026B204L/24629405"
"https://puiaudio.com/file/specs-HD-EMB1606-SC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMB1606-SC.jpg","668-HD-EMB1606-SC-ND","HD-EMB1606-SC","PUI Audio, Inc.","PUI Audio, Inc.","16.2X6MM ERM HAPTIC 11000RPM","189","2.9","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","11000 RPM","-","-","-","Rectangular - 0.234"" x 0.230"" (5.95mm x 5.85mm)","-","0.189"" (4.80mm)","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB1606-SC/25853665"
"https://puiaudio.com/file/specs-HD-EMC0903-LW27.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMC0903-LW27.jpg","668-HD-EMC0903-LW27-ND","HD-EMC0903-LW27","PUI Audio, Inc.","PUI Audio, Inc.","9X2.7MM 3V BRUSHLESS ERM HAPTIC","132","3.07","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","10000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 70°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC0903-LW27/25853675"
"https://www.vybronics.com/erm-cylindrical-vibration-motors/through-hole/v-z6scab0761141","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7151/MFG_VZ6SCAB0761141.jpg","1670-VZ6SCAB0761141-ND","VZ6SCAB0761141","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR 12K RPM 1.7G","864","3.21","0","1","Tray","Z6S","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","12000 RPM","-","-","-","Rectangular - 0.268"" x 0.260"" (6.80mm x 6.60mm)","-","0.252"" (6.40mm)","0.394"" (10.00mm)","PC Pin","-","-","-","-30°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ6SCAB0761141/26813188"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VZ3TH5B3120076P-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VZ3TH5B3120076P.jpg","1670-VZ3TH5B3120076P-ND","VZ3TH5B3120076P","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR LOW CURR 0.5G","639","5.17","0","1","Tray","VZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","8500 RPM","0.7 / 4.9","-","-","Rectangular - 0.165"" x 0.150"" (4.20mm x 3.80mm)","-","0.185"" (4.70mm)","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ3TH5B3120076P/24629409"
"https://www.vybronics.com/wp-content/uploads/datasheet-files/Vybronics-VZ3TL2B3120034P-datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6347/MFG_VZ3TL2B3120034P.jpg","1670-VZ3TL2B3120034P-ND","VZ3TL2B3120034P","Vybronics Inc","Vybronics, Inc","VIBRATION ERM MTR LOW CURR 0.5G","528","5.17","0","1","Tray","VZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","8500 RPM","0.7 / 4.9","-","-","Square - 0.150"" x 0.150"" (3.80mm x 3.80mm)","-","0.185"" (4.70mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/vybronics-inc/VZ3TL2B3120034P/24629407"
"https://puiaudio.com/file/specs-HD-EMC1004-SC.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMC1004-SC.jpg","668-HD-EMC1004-SC-ND","HD-EMC1004-SC","PUI Audio, Inc.","PUI Audio, Inc.","10X3.8MM ERM HAPTIC 9000RPM","174","5.36","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","9000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Pressure Contact","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMC1004-SC/25853671"
"https://puiaudio.com/file/specs-HD-EMB2110-LW140.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6478/MFG_HD-EMB2110-LW140.jpg","668-HD-EMB2110-LW140-ND","HD-EMB2110-LW140","PUI Audio, Inc.","PUI Audio, Inc.","21.3X10MM ERM HAPTIC 8500RPM","156","5.44","0","1","Bulk","Haptics","Active","DC Motor","Vibration, ERM (Haptic)","-","3.7VDC","8500 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","0.228"" (5.80mm)","-","Wire Leads","-","-","-","-10°C ~ 60°C","https://www.digikey.com/en/products/detail/pui-audio-inc/HD-EMB2110-LW140/25853674"
"https://www.ineedmotors.com/Content/upload/pdf/202316849/IND-YQ0410L-001-Spec.pdf?rnd=767","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YQ0410L-001.jpg","4052-IND-YQ0410L-001-ND","IND-YQ0410L-001","INEED MOTOR","INEED MOTOR","Coreless Micro Motor 4x10mm","958","1.02","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","1.3VDC","21000 RPM","-","-","-","-","0.157"" (4.00mm)","0.571"" (14.50mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YQ0410L-001/21840095"
"https://www.ineedmotors.com/Content/upload/pdf/202116849/IND-YZ0724L23-2540T-Specification.pdf?rnd=220","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0724L23-2540T.jpg","4052-IND-YZ0724L23-2540T-ND","IND-YZ0724L23-2540T","INEED MOTOR","INEED MOTOR","Coreless ERM Motor 11K RPM","195","1.07","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","11000 RPM","-","-","-","-","0.276"" (7.00mm)","0.965"" (24.50mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0724L23-2540T/21840084"
"https://www.ineedmotors.com/Content/upload/pdf/201816849/IND-YZ0612H-2536-Spec.pdf?rnd=673","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_4052_IND-YZ0612H-2536.jpg","4052-IND-YZ0612H-2536-ND","IND-YZ0612H-2536","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 6x12 Cli","990","1.1","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","9500 RPM","-","-","-","-","0.268"" (6.80mm)","0.701"" (17.80mm)","-","Quick Connect","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0612H-2536/21840097"
"https://www.ineedmotors.com/vibration-motor/cylinder-vibration-motor/small-brushed-motor.html","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0612J-2540.jpg","4052-IND-YZ0612J-2540-ND","IND-YZ0612J-2540","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 6x12","1,000","1.12","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","11000 RPM","-","-","-","-","0.268"" (6.80mm)","0.681"" (17.30mm)","-","Quick Connect","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0612J-2540/21840083"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC1027.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC1027.jpg","5101-JYC1027-ND","JYC1027","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 10MM COIN M","1,174","1.46","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","13000 RPM","1.111 / 7.85","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC1027/20193265"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC1020.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC1020.jpg","5101-JYC1020-ND","JYC1020","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 10MM COIN M","1,216","1.53","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","13500 RPM","0.972 / 6.86","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC1020/20193255"
"https://www.ineedmotors.com/uploads/16849/files/C1034S-Spec..pdf?rnd=891","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6590/MFG_C1034S3994F.jpg","4052-C1034S3994F-ND","C1034S3994F","INEED MOTOR","INEED MOTOR","ERM Coin vibration Motor 10x3.4","4,714","1.64","0","1","Tray","-","Active","DC Motor","Vibration, ERM (Haptic)","-","2.5VDC","11000 RPM","-","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/C1034S3994F/26227092"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6166/JYCL0612R2540.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/MFG_JYCL0612R2540.jpg","5101-JYCL0612R2540-ND","JYCL0612R2540","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM DC MOTOR 15K RPM","204","1.65","0","1","Bulk","JYC","Active","DC Motor","Vibration, ERM (Haptic)","-","3.7VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","0.213"" (5.40mm)","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYCL0612R2540/23024063"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYZ0408.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYZ0408.jpg","5101-JYZ0408-ND","JYZ0408","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","3V DC, ERM SPRING CONTACTS VIBRA","423","1.75","0","1","Tray","JYZ","Active","DC Motor","Vibration, ERM (Haptic)","-","3VDC","14000 RPM","0.555 / 3.92","-","-","Square - 0.173"" x 0.173"" (4.40mm x 4.40mm)","-","-","-","Pressure Contact","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYZ0408/20193263"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC1034.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC1034.jpg","5101-JYC1034-ND","JYC1034","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 10MM COIN M","787","1.77","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","13500 RPM","1.389 / 9.81","-","-","Round - 0.394"" Dia (10.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC1034/20193259"
"https://jyelectronics.com.cn/linear-resonant-actuators","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6133/MFG_JYLRA0825Z.jpg","5101-JYLRA0825Z-ND","JYLRA0825Z","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION LRA AC Z AXIS 0.8G","1,809","1.87","0","1","Bulk","JYLRA","Active","AC Motor","Vibration, LRA (Haptic)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYLRA0825Z/22519426"
"https://www.ineedmotors.com/vibration-motor/cylinder-vibration-motor/eccentric-vibration-motor.html","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0716J-3253.jpg","4052-IND-YZ0716J-3253-ND","IND-YZ0716J-3253","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 7x16 T-H","994","1.92","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","12000 RPM","-","-","-","-","0.307"" (7.80mm)","0.906"" (23.00mm)","-","Quick Connect and Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0716J-3253/21840079"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6166/JYCL0610R2540.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/MFG_JYCL0610R2540.jpg","5101-JYCL0610R2540-ND","JYCL0610R2540","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM DC MOTOR 11K RPM","156","1.93","0","1","Bulk","JYC","Active","DC Motor","Vibration, ERM (Haptic)","-","3.7VDC","11000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","0.213"" (5.40mm)","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYCL0610R2540/23024062"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC0820.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC0820.jpg","5101-JYC0820-ND","JYC0820","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 8MM COIN MO","1,529","2.01","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","10000 RPM","0.417 / 2.94","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC0820/20193266"
"https://www.ineedmotors.com/vibration-motor/cylinder-vibration-motor/mountable-vibrator.html","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0412H-002.jpg","4052-IND-YZ0412H-002-ND","IND-YZ0412H-002","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 4x12 Cli","185","2.02","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","11000 RPM","-","-","-","-","0.193"" (4.90mm)","0.638"" (16.20mm)","-","Quick Connect","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0412H-002/21840067"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6166/JYZ0610155.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6166/MFG_JYZ0610155.jpg","5101-JYZ0610155-ND","JYZ0610155","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM DC MOTOR 15K RPM","236","2.03","0","1","Tray","JYZ","Active","DC Motor","Vibration, ERM (Haptic)","Brushed (Coreless)","3.7VDC","15000 RPM","-","-","-","Round - 0.236"" Dia (6.00mm)","-","-","-","PC Pin","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYZ0610155/23024061"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC0827.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC0827.jpg","5101-JYC0827-ND","JYC0827","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 8MM COIN MO","1,309","2.08","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","10000 RPM","0.972 / 6.86","-","-","Round - 0.315"" Dia (8.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC0827/20193262"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5564/JYC1234.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5388/MFG_JYC1234.jpg","5101-JYC1234-ND","JYC1234","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR,12MM COIN MO","5,756","2.12","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","12000 RPM","2.777 / 19.61","-","-","Round - 0.472"" Dia (12.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC1234/20193253"
"https://www.ineedmotors.com/Content/upload/pdf/202316849/IND-YZ0610J-2830-Spec.pdf?rnd=448","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0610J-2830.jpg","4052-IND-YZ0610J-2830-ND","IND-YZ0610J-2830","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 6x10 Thr","949","2.12","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","1.3VDC","8500 RPM","-","-","-","-","0.268"" (6.80mm)","0.567"" (14.40mm)","-","Quick Connect","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0610J-2830/21840109"
"https://www.ineedmotors.com/Content/upload/pdf/202216849/Specification.pdf?rnd=626","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0716L47-3253T.jpg","4052-IND-YZ0716L47-3253T-ND","IND-YZ0716L47-3253T","INEED MOTOR","INEED MOTOR","Coreless ERM Motor 12K RPM 2.2G","177","2.12","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","12000 RPM","-","-","-","-","0.346"" (8.80mm)","0.980"" (24.89mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0716L47-3253T/21840068"
"https://www.ineedmotors.com/Content/upload/pdf/202316849/IND-YZ0615J-4530-Specification.pdf?rnd=122","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0615J-4530.jpg","4052-IND-YZ0615J-4530-ND","IND-YZ0615J-4530","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 6x15 T-H","9,000","2.29","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","1.3VDC","7500 RPM","-","-","-","-","0.268"" (6.80mm)","0.807"" (20.50mm)","-","Quick Connect and Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0615J-4530/21840065"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/5784/JYC0720-Datasheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5380/MFG_JYC0720.jpg","5101-JYC0720-ND","JYC0720","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION ERM MOTOR, 7MM COIN MO","1,886","2.3","0","1","Tray","JYC","Active","DC Motor","Vibration, ERM (Haptic)","Brushed","3VDC","10000 RPM","0.417 / 2.94","-","-","Round - 0.276"" Dia (7.00mm)","-","-","-","Wire Leads","-","-","-","-","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYC0720/20193260"
"https://jyelectronics.com.cn/linear-resonant-actuators","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6133/MFG_JYLRA0832Z.jpg","5101-JYLRA0832Z-ND","JYLRA0832Z","JIE YI ELECTRONICS LIMITED","JIE YI ELECTRONICS LIMITED","VIBRATION LRA AC Z AXIS 1.2G","102","2.31","0","1","Bulk","JYLRA","Active","AC Motor","Vibration, LRA (Haptic)","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/jie-yi-electronics-limited/JYLRA0832Z/22519427"
"https://www.ineedmotors.com/vibration-motor/cylinder-vibration-motor/3v-dc-vibration-motor.html","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3746/MFG_IND-YZ0408H-2.0.jpg","4052-IND-YZ0408H-2.0-ND","IND-YZ0408H-2.0","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 4x8 Clip","4,980","2.32","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","-","-","-","-","-","0.157"" (4.00mm)","0.472"" (12.00mm)","-","Quick Connect","-","-","-","-","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0408H-2-0/15796065"
"https://www.ineedmotors.com/search/IND-YZ0716-3253-L47.html","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0716-3253-L47.jpg","4052-IND-YZ0716-3253-L47-ND","IND-YZ0716-3253-L47","INEED MOTOR","INEED MOTOR","Coreless Vibration Motor 7X16","987","2.32","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","12000 RPM","-","-","-","-","0.276"" (7.00mm)","0.906"" (23.00mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0716-3253-L47/21840487"
"https://www.ineedmotors.com/Content/upload/pdf/202116849/Data-sheet.pdf?rnd=836","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5727/MFG_IND-YZ0408H-002.jpg","4052-IND-YZ0408H-002-ND","IND-YZ0408H-002","INEED MOTOR","INEED MOTOR","Corelss Vibration Motor 4x8 Clip","973","2.32","0","1","Tray","-","Active","-","Vibration, ERM (Haptic)","Brushed","3VDC","13000 RPM","-","-","-","-","0.193"" (4.90mm)","0.500"" (12.70mm)","-","Wire Leads","-","-","-","-20°C ~ 60°C","https://www.digikey.com/en/products/detail/ineed-motor/IND-YZ0408H-002/21840070"
